filename,viewpoint
image_train/0293_c006_00056345_0.jpg,4
image_train/0292_c001_00040200_0.jpg,2
image_train/0287_c007_00035435_0.jpg,2
image_train/0293_c011_00056325_0.jpg,4
image_train/0292_c017_00038210_0.jpg,3
image_train/0291_c012_00058680_0.jpg,4
image_train/0290_c012_00031670_0.jpg,4
image_train/0290_c001_00031190_0.jpg,4
image_train/0289_c004_00053880_1.jpg,3
image_train/0291_c012_00058640_0.jpg,4
image_train/0287_c005_00035355_1.jpg,4
image_train/0291_c001_00058130_0.jpg,4
image_train/0290_c006_00028520_0.jpg,4
image_train/0290_c006_00028600_0.jpg,4
image_train/0292_c013_00038860_1.jpg,4
image_train/0287_c007_00035420_0.jpg,2
image_train/0290_c001_00031185_0.jpg,4
image_train/0293_c009_00000475_0.jpg,3
image_train/0293_c003_00055725_0.jpg,3
image_train/0287_c014_00029455_0.jpg,3
image_train/0291_c016_00060980_0.jpg,3
image_train/0287_c017_00030375_0.jpg,3
image_train/0292_c017_00038220_0.jpg,3
image_train/0287_c002_00033485_0.jpg,4
image_train/0287_c004_00034575_0.jpg,3
image_train/0290_c013_00031535_0.jpg,0
image_train/0290_c004_00027670_0.jpg,4
image_train/0287_c002_00033515_0.jpg,4
image_train/0292_c012_00040665_0.jpg,4
image_train/0292_c015_00037320_0.jpg,4
image_train/0292_c012_00038715_0.jpg,3
image_train/0290_c003_00027810_0.jpg,3
image_train/0287_c005_00035395_0.jpg,4
image_train/0290_c011_00028475_0.jpg,4
image_train/0290_c004_00027655_0.jpg,4
image_train/0293_c004_00055695_0.jpg,4
image_train/0293_c004_00000595_0.jpg,4
image_train/0293_c003_00000740_0.jpg,3
image_train/0286_c016_00073810_0.jpg,3
image_train/0297_c015_00077300_0.jpg,0
image_train/0286_c016_00073820_0.jpg,3
image_train/0293_c003_00055720_0.jpg,3
image_train/0297_c015_00077295_0.jpg,0
image_train/0291_c001_00058080_0.jpg,4
image_train/0286_c012_00069745_0.jpg,4
image_train/0290_c013_00031500_0.jpg,0
image_train/0293_c006_00001480_0.jpg,4
image_train/0287_c007_00035425_0.jpg,2
image_train/0292_c015_00037330_0.jpg,4
image_train/0292_c012_00040675_0.jpg,4
image_train/0290_c001_00031205_0.jpg,4
image_train/0286_c012_00069795_0.jpg,4
image_train/0287_c004_00034565_0.jpg,3
image_train/0293_c004_00000605_0.jpg,4
image_train/0287_c004_00034545_0.jpg,3
image_train/0287_c002_00033475_0.jpg,4
image_train/0292_c012_00038745_0.jpg,3
image_train/0293_c004_00000600_0.jpg,4
image_train/0287_c012_00031295_0.jpg,3
image_train/0290_c004_00027665_0.jpg,4
image_train/0290_c009_00027570_0.jpg,3
image_train/0293_c011_00056340_0.jpg,4
image_train/0289_c003_00053960_1.jpg,4
image_train/0286_c012_00069740_0.jpg,4
image_train/0290_c013_00031505_0.jpg,0
image_train/0290_c012_00031680_0.jpg,4
image_train/0291_c012_00058650_0.jpg,4
image_train/0287_c017_00030350_0.jpg,3
image_train/0297_c015_00077305_0.jpg,0
image_train/0287_c014_00029450_0.jpg,3
image_train/0287_c005_00035375_1.jpg,4
image_train/0290_c001_00031210_0.jpg,4
image_train/0292_c015_00037325_0.jpg,4
image_train/0293_c010_00056315_0.jpg,3
image_train/0291_c001_00058090_0.jpg,4
image_train/0293_c003_00000745_0.jpg,3
image_train/0293_c004_00000590_0.jpg,4
image_train/0291_c012_00058660_0.jpg,4
image_train/0290_c001_00031195_0.jpg,4
image_train/0292_c017_00038225_0.jpg,3
image_train/0293_c006_00056355_0.jpg,4
image_train/0293_c011_00056350_0.jpg,4
image_train/0293_c011_00001460_0.jpg,4
image_train/0286_c012_00069755_0.jpg,4
image_train/0293_c006_00056365_0.jpg,4
image_train/0286_c012_00069805_0.jpg,4
image_train/0290_c003_00027760_0.jpg,3
image_train/0286_c017_00070685_0.jpg,1
image_train/0287_c007_00035440_0.jpg,2
image_train/0290_c009_00027555_0.jpg,3
image_train/0293_c008_00000385_0.jpg,3
image_train/0292_c017_00038215_0.jpg,3
image_train/0293_c009_00000455_0.jpg,3
image_train/0293_c003_00055730_0.jpg,3
image_train/0286_c017_00070695_0.jpg,1
image_train/0289_c002_00049925_0.jpg,4
image_train/0287_c012_00031285_0.jpg,3
image_train/0290_c009_00027565_0.jpg,3
image_train/0293_c004_00000580_0.jpg,4
image_train/0287_c012_00031290_0.jpg,3
image_train/0293_c006_00001510_0.jpg,4
image_train/0286_c017_00070680_0.jpg,1
image_train/0293_c011_00056330_0.jpg,4
image_train/0293_c011_00001435_0.jpg,4
image_train/0286_c016_00073830_0.jpg,3
image_train/0297_c014_00000125_0.jpg,4
image_train/0292_c012_00040685_0.jpg,4
image_train/0297_c014_00000130_0.jpg,4
image_train/0293_c011_00001440_0.jpg,4
image_train/0297_c015_00067995_0.jpg,4
image_train/0292_c019_00038025_0.jpg,4
image_train/0291_c016_00060965_0.jpg,3
image_train/0293_c004_00055620_0.jpg,4
image_train/0287_c012_00031280_0.jpg,3
image_train/0292_c014_00037360_0.jpg,3
image_train/0290_c001_00031200_0.jpg,4
image_train/0290_c004_00027675_0.jpg,4
image_train/0292_c016_00037125_1.jpg,4
image_train/0289_c002_00049915_1.jpg,4
image_train/0287_c005_00035345_1.jpg,4
image_train/0293_c006_00001470_0.jpg,4
image_train/0290_c011_00028625_0.jpg,4
image_train/0287_c002_00033465_0.jpg,4
image_train/0292_c017_00038185_0.jpg,3
image_train/0291_c012_00058670_0.jpg,4
image_train/0286_c016_00073815_0.jpg,3
image_train/0286_c011_00066230_0.jpg,4
image_train/0291_c016_00060975_0.jpg,3
image_train/0293_c009_00000500_0.jpg,3
image_train/0286_c012_00069770_0.jpg,4
image_train/0291_c016_00060960_1.jpg,3
image_train/0287_c005_00035330_1.jpg,4
image_train/0286_c017_00070690_0.jpg,1
image_train/0287_c004_00034555_0.jpg,3
image_train/0292_c012_00038735_0.jpg,3
image_train/0293_c003_00055695_0.jpg,3
image_train/0291_c001_00058100_0.jpg,4
image_train/0293_c006_00056380_0.jpg,4
image_train/0287_c019_00030155_0.jpg,4
image_train/0286_c014_00072455_0.jpg,4
image_train/0290_c011_00028465_0.jpg,4
image_train/0293_c006_00001490_0.jpg,4
image_train/0293_c006_00056335_0.jpg,4
image_train/0287_c002_00033455_0.jpg,4
image_train/0293_c010_00003015_0.jpg,4
image_train/0290_c012_00031655_0.jpg,4
image_train/0292_c001_00040220_0.jpg,2
image_train/0287_c019_00030145_0.jpg,4
image_train/0290_c004_00027650_0.jpg,4
image_train/0292_c015_00037345_0.jpg,4
image_train/0292_c001_00040210_0.jpg,2
image_train/0286_c016_00073835_0.jpg,3
image_train/0293_c011_00001450_0.jpg,4
image_train/0297_c014_00000145_0.jpg,4
image_train/0293_c011_00056345_0.jpg,4
image_train/0289_c002_00049935_0.jpg,4
image_train/0287_c015_00029505_0.jpg,4
image_train/0287_c019_00030150_0.jpg,4
image_train/0289_c004_00053920_1.jpg,3
image_train/0293_c011_00001485_0.jpg,4
image_train/0292_c016_00037150_0.jpg,4
image_train/0290_c002_00029545_0.jpg,3
image_train/0290_c012_00031675_0.jpg,4
image_train/0292_c012_00040670_0.jpg,4
image_train/0293_c010_00056310_0.jpg,3
image_train/0291_c016_00060970_0.jpg,3
image_train/0287_c019_00030175_0.jpg,4
image_train/0291_c001_00058070_0.jpg,4
image_train/0287_c006_00034095_0.jpg,0
image_train/0286_c016_00073825_0.jpg,3
image_train/0287_c006_00034010_0.jpg,3
image_train/0287_c007_00035445_0.jpg,2
image_train/0290_c006_00028495_0.jpg,4
image_train/0290_c012_00031665_0.jpg,4
image_train/0291_c016_00060985_0.jpg,3
image_train/0297_c014_00000140_0.jpg,4
image_train/0682_c012_00067560_0.jpg,4
image_train/0689_c004_00056415_0.jpg,2
image_train/0682_c002_00065805_0.jpg,3
image_train/0684_c007_00032260_0.jpg,2
image_train/0686_c010_00069570_0.jpg,3
image_train/0690_c005_00012170_1.jpg,4
image_train/0683_c001_00057900_0.jpg,4
image_train/0683_c012_00058470_0.jpg,4
image_train/0682_c006_00050910_0.jpg,4
image_train/0682_c016_00070820_0.jpg,3
image_train/0682_c012_00067550_0.jpg,4
image_train/0686_c009_00068850_0.jpg,3
image_train/0684_c003_00075870_1.jpg,3
image_train/0683_c001_00057920_0.jpg,4
image_train/0686_c016_00086115_0.jpg,3
image_train/0688_c009_00033795_0.jpg,3
image_train/0681_c010_00054200_0.jpg,1
image_train/0682_c004_00050255_0.jpg,4
image_train/0681_c012_00072005_0.jpg,4
image_train/0689_c002_00057775_0.jpg,3
image_train/0686_c004_00068920_0.jpg,4
image_train/0681_c012_00071995_0.jpg,4
image_train/0682_c010_00050880_0.jpg,3
image_train/0682_c010_00050875_0.jpg,3
image_train/0681_c009_00065770_0.jpg,3
image_train/0684_c009_00075055_0.jpg,3
image_train/0682_c006_00050900_0.jpg,4
image_train/0684_c004_00075705_0.jpg,1
image_train/0682_c009_00050135_0.jpg,3
image_train/0686_c011_00069580_0.jpg,4
image_train/0688_c009_00033815_0.jpg,3
image_train/0682_c009_00050130_0.jpg,3
image_train/0682_c004_00057675_0.jpg,3
image_train/0690_c006_00009880_0.jpg,4
image_train/0682_c009_00050120_0.jpg,3
image_train/0681_c012_00071980_0.jpg,4
image_train/0684_c009_00075080_0.jpg,3
image_train/0686_c009_00068835_1.jpg,3
image_train/0684_c007_00032265_0.jpg,2
image_train/0686_c012_00074145_0.jpg,4
image_train/0690_c005_00012150_1.jpg,4
image_train/0681_c010_00054205_0.jpg,1
image_train/0690_c006_00010725_0.jpg,0
image_train/0683_c012_00058465_0.jpg,4
image_train/0686_c004_00068910_0.jpg,4
image_train/0681_c007_00055745_0.jpg,2
image_train/0682_c001_00066890_0.jpg,4
image_train/0688_c009_00033820_0.jpg,3
image_train/0681_c012_00072015_0.jpg,4
image_train/0689_c006_00057090_0.jpg,4
image_train/0689_c004_00056455_0.jpg,4
image_train/0684_c009_00075070_0.jpg,3
image_train/0686_c001_00073660_0.jpg,4
image_train/0684_c005_00032180_0.jpg,4
image_train/0684_c009_00031560_0.jpg,4
image_train/0681_c007_00055750_0.jpg,2
image_train/0682_c011_00056750_0.jpg,3
image_train/0684_c005_00032165_0.jpg,4
image_train/0681_c009_00065785_0.jpg,3
image_train/0690_c006_00009855_0.jpg,4
image_train/0682_c003_00050360_0.jpg,3
image_train/0690_c006_00009835_0.jpg,4
image_train/0683_c016_00060580_0.jpg,3
image_train/0690_c004_00011395_0.jpg,3
image_train/0684_c003_00075890_1.jpg,3
image_train/0682_c009_00050115_0.jpg,3
image_train/0686_c016_00086570_0.jpg,3
image_train/0681_c010_00066565_1.jpg,3
image_train/0683_c016_00060615_0.jpg,3
image_train/0688_c009_00033810_0.jpg,3
image_train/0684_c007_00032255_0.jpg,2
image_train/0682_c003_00050370_0.jpg,3
image_train/0681_c012_00071985_0.jpg,4
image_train/0689_c002_00057835_0.jpg,3
image_train/0681_c012_00072025_0.jpg,4
image_train/0682_c010_00057035_0.jpg,4
image_train/0683_c016_00060575_0.jpg,3
image_train/0684_c007_00032250_0.jpg,2
image_train/0681_c009_00065755_0.jpg,3
image_train/0689_c004_00056465_0.jpg,4
image_train/0681_c010_00054195_0.jpg,1
image_train/0682_c016_00070815_0.jpg,3
image_train/0682_c011_00050910_0.jpg,4
image_train/0682_c003_00057775_0.jpg,1
image_train/0684_c003_00075850_1.jpg,3
image_train/0682_c011_00056785_1.jpg,3
image_train/0682_c016_00070000_0.jpg,3
image_train/0683_c016_00060570_0.jpg,3
image_train/0682_c004_00050250_0.jpg,4
image_train/0684_c003_00075860_1.jpg,3
image_train/0682_c016_00070030_0.jpg,3
image_train/0682_c016_00070810_1.jpg,3
image_train/0681_c009_00065790_0.jpg,3
image_train/0690_c003_00011500_0.jpg,4
image_train/0682_c003_00057765_0.jpg,1
image_train/0682_c009_00050125_0.jpg,3
image_train/0683_c012_00058500_0.jpg,4
image_train/0686_c016_00086545_0.jpg,3
image_train/0686_c016_00086095_0.jpg,3
image_train/0682_c009_00050140_0.jpg,3
image_train/0681_c005_00055665_0.jpg,4
image_train/0682_c016_00070005_0.jpg,3
image_train/0683_c016_00060565_0.jpg,3
image_train/0684_c009_00075065_0.jpg,3
image_train/0684_c009_00075060_0.jpg,3
image_train/0681_c009_00065775_0.jpg,3
image_train/0681_c010_00054190_0.jpg,1
image_train/0689_c002_00057860_0.jpg,3
image_train/0688_c009_00033805_0.jpg,3
image_train/0684_c005_00032210_0.jpg,4
image_train/0684_c007_00032240_0.jpg,2
image_train/0686_c016_00086485_0.jpg,3
image_train/0681_c010_00066560_1.jpg,3
image_train/0683_c016_00060560_0.jpg,3
image_train/0686_c016_00086225_0.jpg,3
image_train/0683_c012_00058480_0.jpg,4
image_train/0681_c010_00066555_1.jpg,3
image_train/0686_c009_00068825_1.jpg,3
image_train/0688_c009_00033800_0.jpg,3
image_train/0684_c009_00075050_0.jpg,3
image_train/0681_c009_00065780_0.jpg,3
image_train/0686_c009_00068830_1.jpg,3
image_train/0686_c012_00074160_0.jpg,4
image_train/0686_c004_00068915_0.jpg,4
image_train/0686_c009_00068845_0.jpg,3
image_train/0483_c003_00079880_0.jpg,1
image_train/0483_c011_00079130_0.jpg,0
image_train/0487_c004_00027200_0.jpg,3
image_train/0475_c013_00017630_0.jpg,0
image_train/0474_c007_00033160_0.jpg,2
image_train/0483_c006_00079045_0.jpg,0
image_train/0475_c014_00020010_0.jpg,1
image_train/0481_c005_00028370_1.jpg,4
image_train/0478_c014_00024400_0.jpg,1
image_train/0484_c010_00053470_0.jpg,4
image_train/0475_c012_00017820_0.jpg,4
image_train/0479_c016_00013420_0.jpg,4
image_train/0478_c012_00022410_0.jpg,4
image_train/0478_c001_00021740_0.jpg,3
image_train/0475_c002_00016250_0.jpg,3
image_train/0484_c010_00053475_0.jpg,4
image_train/0478_c001_00021815_0.jpg,2
image_train/0478_c012_00022420_0.jpg,4
image_train/0478_c014_00024395_0.jpg,1
image_train/0478_c016_00024795_0.jpg,3
image_train/0474_c001_00016855_0.jpg,4
image_train/0478_c016_00024765_0.jpg,3
image_train/0483_c010_00079290_0.jpg,1
image_train/0487_c003_00027250_0.jpg,1
image_train/0475_c016_00020365_0.jpg,3
image_train/0475_c013_00017620_0.jpg,0
image_train/0487_c003_00027235_0.jpg,1
image_train/0487_c006_00026180_0.jpg,0
image_train/0474_c007_00033150_0.jpg,2
image_train/0478_c013_00022285_0.jpg,0
image_train/0484_c013_00048545_0.jpg,4
image_train/0483_c018_00069865_0.jpg,3
image_train/0474_c004_00014210_0.jpg,4
image_train/0483_c010_00079300_0.jpg,1
image_train/0487_c007_00028240_0.jpg,2
image_train/0474_c009_00014125_0.jpg,3
image_train/0483_c013_00070770_0.jpg,4
image_train/0483_c005_00080670_0.jpg,4
image_train/0475_c016_00020340_0.jpg,3
image_train/0475_c014_00020000_0.jpg,1
image_train/0478_c001_00021755_0.jpg,3
image_train/0484_c013_00048535_0.jpg,4
image_train/0487_c004_00027175_1.jpg,3
image_train/0474_c009_00014105_0.jpg,3
image_train/0479_c002_00017310_1.jpg,4
image_train/0483_c006_00079070_0.jpg,0
image_train/0483_c011_00079070_0.jpg,0
image_train/0483_c005_00080650_0.jpg,4
image_train/0474_c011_00014815_0.jpg,4
image_train/0481_c007_00028495_0.jpg,2
image_train/0478_c016_00024755_0.jpg,3
image_train/0483_c007_00080775_0.jpg,2
image_train/0475_c016_00020345_0.jpg,3
image_train/0483_c005_00080680_0.jpg,4
image_train/0483_c002_00078325_0.jpg,4
image_train/0478_c013_00022260_0.jpg,0
image_train/0483_c013_00070755_0.jpg,4
image_train/0474_c007_00033145_0.jpg,2
image_train/0483_c013_00070765_0.jpg,4
image_train/0478_c013_00022240_0.jpg,0
image_train/0484_c019_00047445_0.jpg,4
image_train/0478_c016_00024800_0.jpg,3
image_train/0474_c002_00029420_0.jpg,4
image_train/0487_c003_00027205_0.jpg,1
image_train/0483_c006_00079130_0.jpg,0
image_train/0483_c011_00079095_0.jpg,0
image_train/0483_c006_00079110_0.jpg,0
image_train/0483_c011_00079115_0.jpg,0
image_train/0475_c013_00017640_0.jpg,0
image_train/0481_c005_00028350_1.jpg,4
image_train/0487_c005_00028100_0.jpg,4
image_train/0484_c002_00050650_0.jpg,4
image_train/0481_c005_00028395_0.jpg,4
image_train/0487_c003_00027220_0.jpg,1
image_train/0484_c010_00053480_0.jpg,4
image_train/0475_c016_00020360_0.jpg,3
image_train/0481_c007_00028490_0.jpg,2
image_train/0474_c005_00033025_1.jpg,4
image_train/0474_c007_00033155_0.jpg,2
image_train/0481_c003_00027585_0.jpg,4
image_train/0484_c019_00047455_0.jpg,4
image_train/0483_c007_00080785_0.jpg,2
image_train/0474_c002_00029410_0.jpg,4
image_train/0475_c002_00016220_0.jpg,3
image_train/0478_c013_00022250_0.jpg,0
image_train/0483_c003_00079875_0.jpg,1
image_train/0474_c006_00014840_0.jpg,4
image_train/0475_c014_00019995_0.jpg,1
image_train/0478_c012_00022425_0.jpg,4
image_train/0474_c011_00014805_0.jpg,4
image_train/0474_c009_00014115_0.jpg,3
image_train/0479_c002_00017280_1.jpg,4
image_train/0474_c003_00032365_0.jpg,1
image_train/0474_c003_00032375_1.jpg,1
image_train/0487_c010_00026335_0.jpg,1
image_train/0484_c013_00048540_0.jpg,4
image_train/0478_c012_00022415_0.jpg,4
image_train/0479_c016_00013435_0.jpg,4
image_train/0474_c004_00014200_0.jpg,4
image_train/0484_c001_00049960_0.jpg,0
image_train/0475_c016_00020350_0.jpg,3
image_train/0483_c007_00080780_0.jpg,2
image_train/0481_c004_00027390_0.jpg,3
image_train/0474_c003_00032335_0.jpg,1
image_train/0474_c003_00032345_0.jpg,1
image_train/0474_c005_00033040_1.jpg,4
image_train/0474_c004_00014190_0.jpg,4
image_train/0474_c003_00032325_0.jpg,1
image_train/0475_c015_00019870_0.jpg,0
image_train/0484_c019_00047430_0.jpg,4
image_train/0483_c013_00070750_0.jpg,4
image_train/0475_c014_00020015_0.jpg,1
image_train/0487_c007_00028235_0.jpg,2
image_train/0474_c010_00014760_0.jpg,3
image_train/0481_c004_00027400_1.jpg,3
image_train/0481_c005_00028335_1.jpg,4
image_train/0475_c012_00017815_0.jpg,4
image_train/0475_c013_00017650_0.jpg,0
image_train/0479_c002_00017250_1.jpg,4
image_train/0487_c005_00028135_0.jpg,4
image_train/0475_c014_00020005_0.jpg,1
image_train/0474_c007_00033140_0.jpg,2
image_train/0474_c004_00014215_0.jpg,4
image_train/0483_c011_00079085_0.jpg,0
image_train/0483_c010_00079270_1.jpg,1
image_train/0487_c003_00027165_1.jpg,1
image_train/0474_c003_00032355_0.jpg,1
image_train/0475_c016_00020355_0.jpg,3
image_train/0478_c016_00024840_0.jpg,3
image_train/0474_c009_00014130_0.jpg,3
image_train/0483_c005_00080695_0.jpg,4
image_train/0474_c005_00033075_1.jpg,4
image_train/0474_c002_00015345_0.jpg,3
image_train/0481_c007_00028470_0.jpg,2
image_train/0474_c009_00014120_0.jpg,3
image_train/0478_c012_00022405_0.jpg,4
image_train/0483_c006_00079095_0.jpg,0
image_train/0487_c004_00027210_0.jpg,3
image_train/0478_c013_00022270_0.jpg,0
image_train/0487_c004_00027105_0.jpg,3
image_train/0474_c009_00014110_0.jpg,3
image_train/0484_c019_00047425_0.jpg,4
image_train/0484_c010_00053465_0.jpg,4
image_train/0484_c013_00048530_0.jpg,4
image_train/0483_c010_00079275_0.jpg,1
image_train/0487_c004_00027125_0.jpg,3
image_train/0487_c004_00027145_1.jpg,3
image_train/0483_c018_00066670_0.jpg,3
image_train/0478_c012_00022430_0.jpg,4
image_train/0483_c018_00066720_0.jpg,3
image_train/0481_c007_00028465_0.jpg,2
image_train/0360_c006_00011715_1.jpg,0
image_train/0354_c016_00031620_1.jpg,3
image_train/0360_c004_00012325_0.jpg,3
image_train/0360_c004_00012310_0.jpg,3
image_train/0360_c004_00012285_0.jpg,3
image_train/0359_c016_00058900_0.jpg,4
image_train/0353_c019_00082115_0.jpg,4
image_train/0352_c004_00059955_0.jpg,4
image_train/0352_c009_00059840_0.jpg,3
image_train/0359_c005_00051915_1.jpg,4
image_train/0352_c011_00060520_0.jpg,4
image_train/0359_c002_00035515_0.jpg,4
image_train/0359_c003_00044115_0.jpg,3
image_train/0362_c004_00037555_0.jpg,3
image_train/0354_c016_00031690_0.jpg,3
image_train/0356_c002_00057845_0.jpg,4
image_train/0356_c015_00055345_0.jpg,4
image_train/0356_c013_00057045_0.jpg,4
image_train/0354_c019_00029920_0.jpg,0
image_train/0352_c004_00059960_0.jpg,4
image_train/0359_c003_00044125_0.jpg,3
image_train/0363_c014_00042975_0.jpg,3
image_train/0356_c015_00055330_0.jpg,4
image_train/0359_c001_00062405_0.jpg,3
image_train/0354_c016_00028565_0.jpg,4
image_train/0356_c019_00055975_1.jpg,4
image_train/0355_c003_00001720_0.jpg,2
image_train/0362_c004_00037565_0.jpg,3
image_train/0359_c004_00036820_0.jpg,3
image_train/0356_c014_00055370_0.jpg,3
image_train/0359_c010_00050555_0.jpg,2
image_train/0353_c016_00085250_0.jpg,3
image_train/0353_c016_00060265_0.jpg,4
image_train/0359_c007_00037685_0.jpg,2
image_train/0359_c009_00043820_0.jpg,3
image_train/0355_c007_00002970_0.jpg,2
image_train/0359_c015_00059165_0.jpg,4
image_train/0360_c010_00011835_0.jpg,1
image_train/0352_c009_00059855_0.jpg,3
image_train/0359_c003_00051180_0.jpg,1
image_train/0352_c011_00060540_0.jpg,4
image_train/0354_c015_00028820_0.jpg,4
image_train/0354_c016_00031710_0.jpg,3
image_train/0359_c013_00060920_0.jpg,4
image_train/0362_c005_00038355_0.jpg,4
image_train/0352_c009_00059835_0.jpg,3
image_train/0359_c017_00060125_0.jpg,3
image_train/0362_c005_00038400_0.jpg,4
image_train/0359_c015_00059180_0.jpg,4
image_train/0360_c009_00012485_0.jpg,4
image_train/0352_c006_00060530_0.jpg,4
image_train/0359_c017_00060115_0.jpg,3
image_train/0360_c005_00013040_0.jpg,4
image_train/0353_c015_00060575_0.jpg,4
image_train/0359_c009_00037095_0.jpg,4
image_train/0360_c003_00012370_0.jpg,1
image_train/0359_c005_00037615_0.jpg,4
image_train/0363_c014_00042970_0.jpg,3
image_train/0352_c004_00059950_0.jpg,4
image_train/0359_c009_00043825_0.jpg,3
image_train/0362_c005_00038345_0.jpg,4
image_train/0359_c001_00062385_0.jpg,3
image_train/0359_c005_00051945_1.jpg,4
image_train/0359_c005_00037605_0.jpg,4
image_train/0354_c016_00031730_0.jpg,3
image_train/0360_c005_00013050_0.jpg,4
image_train/0353_c015_00060565_0.jpg,4
image_train/0359_c019_00059910_0.jpg,4
image_train/0353_c015_00060560_0.jpg,4
image_train/0359_c005_00037580_0.jpg,4
image_train/0354_c015_00028835_0.jpg,4
image_train/0352_c009_00059830_0.jpg,3
image_train/0356_c015_00055350_0.jpg,4
image_train/0353_c016_00060260_0.jpg,4
image_train/0354_c016_00031740_0.jpg,3
image_train/0352_c009_00059845_0.jpg,3
image_train/0353_c019_00082155_0.jpg,4
image_train/0359_c003_00044185_0.jpg,3
image_train/0354_c019_00029330_0.jpg,4
image_train/0362_c005_00038365_0.jpg,4
image_train/0359_c015_00059170_0.jpg,4
image_train/0359_c001_00062395_0.jpg,3
image_train/0360_c006_00011755_0.jpg,0
image_train/0355_c007_00002985_0.jpg,2
image_train/0352_c009_00059850_0.jpg,3
image_train/0353_c016_00085255_0.jpg,3
image_train/0355_c007_00002980_0.jpg,2
image_train/0352_c004_00059935_0.jpg,4
image_train/0356_c015_00055340_0.jpg,4
image_train/0353_c017_00082435_0.jpg,3
image_train/0356_c019_00055970_1.jpg,4
image_train/0359_c009_00043810_0.jpg,3
image_train/0359_c007_00037690_0.jpg,2
image_train/0353_c019_00083140_0.jpg,0
image_train/0356_c002_00057850_0.jpg,4
image_train/0359_c009_00043835_0.jpg,3
image_train/0363_c014_00042960_0.jpg,3
image_train/0354_c015_00028830_0.jpg,4
image_train/0360_c010_00011845_0.jpg,1
image_train/0353_c019_00082145_0.jpg,4
image_train/0363_c014_00042985_0.jpg,3
image_train/0355_c008_00002135_0.jpg,4
image_train/0360_c009_00012480_0.jpg,4
image_train/0359_c002_00035505_0.jpg,4
image_train/0359_c009_00043815_0.jpg,3
image_train/0360_c007_00013105_0.jpg,2
image_train/0355_c003_00001735_0.jpg,2
image_train/0359_c013_00060915_0.jpg,4
image_train/0359_c010_00050550_0.jpg,2
